S000,lng_w,lat_w,lng_h,lat_h,dis,sum_p
4,135.2182844,34.6659964,135.2250261819791,34.65448719969734,1.418459673108883,2525
4,135.2140986,34.6696569,135.2210759054919,34.672437673929096,0.7100014775690611,2017
3,135.2101714,34.6639883,135.2050949035402,34.66414846274299,0.4656491495905319,456
2,135.2140986,34.6696569,135.2124634554117,34.674727087800996,0.5820816164654289,2017
4,135.2140986,34.6696569,135.2188088034705,34.67705584705134,0.9273972238319514,2017
5,135.2140986,34.6696569,135.21306858139144,34.668674310459416,0.14420144419953485,2017
2,135.2182844,34.6659964,135.22619353265506,34.66035073360843,0.9580249724274444,2525
3,135.2126072,34.66373,135.2187377096112,34.656948818368456,0.9389820552707916,781
2,135.210735,34.6631078,135.2113763315566,34.661729043607096,0.1638593691912453,1076
4,135.2182844,34.6659964,135.22556398881554,34.65859931326467,1.0576411600744084,2525
2,135.2182844,34.6659964,135.22230735946295,34.657019948495225,1.0618813073651916,2525
1,135.2039939,34.6694625,135.20402636873,34.67380268101179,0.4814853306947632,809
3,135.210735,34.6631078,135.21315264154535,34.65996413172865,0.41319474030203707,1076
5,135.2182844,34.6659964,135.22447860426203,34.66412585715236,0.6044847254724296,2525
1,135.2140986,34.6696569,135.21899947539595,34.67674560022244,0.9056183674221564,2017
5,135.2140986,34.6696569,135.20962476436242,34.6762561028215,0.8390844915367242,2017
4,135.2140986,34.6696569,135.21147285814493,34.66996289867585,0.24304036925187805,2017
4,135.210735,34.6631078,135.20953062302758,34.655901998596846,0.8069583496309096,1076
4,135.2182844,34.6659964,135.22377361338386,34.66721012556724,0.5208291492492911,2525
3,135.2126072,34.66373,135.21696133200518,34.6617068565804,0.45788239034106826,781
5,135.210735,34.6631078,135.21048315742152,34.65507256948072,0.891681925063825,1076
3,135.2182844,34.6659964,135.2273519458333,34.664086646766506,0.8576956242591588,2525
3,135.210735,34.6631078,135.21517797266117,34.65505405260885,0.9818836540452722,1076
4,135.2039939,34.6694625,135.20795923139298,34.675227842708864,0.7356187787683051,809
3,135.2182844,34.6659964,135.2278037439475,34.671151517610795,1.0432118632725487,2525
5,135.210735,34.6631078,135.20861554701483,34.654120773616754,1.0157233715160456,1076
1,135.2039939,34.6694625,135.20518629733274,34.67068521669734,0.1741902504556524,809
2,135.2182844,34.6659964,135.2200625984364,34.66026263874641,0.6566223962827551,2525
4,135.210735,34.6631078,135.20731060104032,34.66145025544285,0.3637799421272337,1076
4,135.2140986,34.6696569,135.2148069716397,34.66939306752979,0.07121700188928111,2017
1,135.2140986,34.6696569,135.2101601686113,34.67860797170178,1.0565523405567174,2017
4,135.2182844,34.6659964,135.22720926239293,34.663939069013466,0.8492819596458654,2525
1,135.2182844,34.6659964,135.22493811071325,34.66551662293328,0.6121826952614096,2525
2,135.2039939,34.6694625,135.20498427264957,34.66718193151531,0.2687852425636334,809
4,135.2182844,34.6659964,135.21674255569056,34.66549213840034,0.15199086326715597,2525
3,135.2182844,34.6659964,135.22001162776618,34.65974831015351,0.7109794161014932,2525
1,135.2126072,34.66373,135.2137878793789,34.6647982327391,0.16048306749022898,781
2,135.2101714,34.6639883,135.20873209602698,34.66343528604327,0.14549319307547987,456
3,135.210735,34.6631078,135.210580366349,34.65421968453323,0.9860990888163765,1076
2,135.2126072,34.66373,135.2126060896901,34.663961846048885,0.025719911268009044,781
4,135.2126072,34.66373,135.21669789656224,34.65641264779592,0.8941664990686424,781
1,135.2140986,34.6696569,135.21354919128083,34.67572202737835,0.6747139857790279,2017
3,135.210735,34.6631078,135.2071058619382,34.65818169450776,0.639762869124189,1076
2,135.2039939,34.6694625,135.2065393015991,34.667413207497596,0.32574591894086724,809
3,135.2101714,34.6639883,135.20948705109774,34.663535976807175,0.08032797957200519,456
2,135.2039939,34.6694625,135.20731080244735,34.67519565442372,0.7049227687414762,809
4,135.210735,34.6631078,135.20482231580297,34.65987456220278,0.6499096258712498,1076
3,135.2182844,34.6659964,135.22431049069885,34.66736905433247,0.5729384370183661,2525
4,135.2182844,34.6659964,135.22552475100062,34.674202784603175,1.1265618342596189,2525
3,135.210735,34.6631078,135.20338507190502,34.65569316439273,1.0632404877526258,1076
2,135.210735,34.6631078,135.2105321707186,34.659079936524996,0.4472151730169918,1076
3,135.2101714,34.6639883,135.207954501976,34.66288559388809,0.2371815574978148,456
2,135.2140986,34.6696569,135.21825607034077,34.67130580262048,0.42267437942037606,2017
2,135.2140986,34.6696569,135.21637339201752,34.66973440113108,0.2086698076995402,2017
5,135.2140986,34.6696569,135.2165451118239,34.67176414055522,0.32392115368555724,2017
2,135.2140986,34.6696569,135.21685916740628,34.67695148949682,0.847851552512664,2017
4,135.2126072,34.66373,135.21487524594238,34.6586423615694,0.6014658726164989,781
3,135.2182844,34.6659964,135.22056790367074,34.65971232408606,0.7278644396585565,2525
3,135.2140986,34.6696569,135.21460024991242,34.67604727071396,0.7104025176004996,2017
3,135.2101714,34.6639883,135.20319883752583,34.66108791658463,0.715536189954631,456
1,135.210735,34.6631078,135.20392649938324,34.660331093749996,0.6959618951417564,1076
2,135.2182844,34.6659964,135.22270208196127,34.65455961483063,1.3317882963118368,2525
1,135.2182844,34.6659964,135.22613687833098,34.660440540055134,0.9475911550883663,2525
1,135.2140986,34.6696569,135.2239992901275,34.6765204112799,1.1845245280575465,2017
5,135.2140986,34.6696569,135.214423643003,34.676380208673564,0.7464422497244401,2017
4,135.2182844,34.6659964,135.21822944468246,34.66588895236347,0.012940250666289623,2525
5,135.2182844,34.6659964,135.22435892521048,34.66386056503295,0.6051009040840307,2525
3,135.2126072,34.66373,135.21427067901365,34.65920354130941,0.5247802122676829,781
1,135.210735,34.6631078,135.20729024701694,34.6582973546,0.6200633861187539,1076
3,135.2140986,34.6696569,135.2255669319879,34.67624959759997,1.2804827538529808,2017
4,135.2140986,34.6696569,135.21829388801564,34.669806245067214,0.384869357972464,2017
2,135.2039939,34.6694625,135.20871377695698,34.67563789109457,0.8102082232182467,809
2,135.2101714,34.6639883,135.2088384862406,34.666786749177845,0.33361936463347064,456
2,135.2182844,34.6659964,135.22593807888208,34.66284895176067,0.783618811890986,2525
1,135.2101714,34.6639883,135.209602949316,34.6668509684217,0.321814453331351,456
2,135.2182844,34.6659964,135.2214372493257,34.66349574113508,0.4005861336420498,2525
5,135.2182844,34.6659964,135.21876888895187,34.66158864002595,0.4909847756620382,2525
2,135.2126072,34.66373,135.2132943525383,34.6603825485086,0.376651273816329,781
1,135.2126072,34.66373,135.2186856591144,34.6562877273567,0.9960258924472672,781
3,135.2182844,34.6659964,135.22721160649562,34.67250705653056,1.0913884301043104,2525
4,135.2101714,34.6639883,135.20897638079333,34.66448860986223,0.12279377763248571,456
5,135.2126072,34.66373,135.2139404164651,34.659058745145025,0.5324175778362005,781
4,135.2182844,34.6659964,135.22081996364975,34.666205076656595,0.23355338226292324,2525
2,135.2101714,34.6639883,135.20801164993102,34.662828150078525,0.2361216046429865,456
4,135.2140986,34.6696569,135.2104526504317,34.675038701169996,0.6841788918728948,2017
4,135.2182844,34.6659964,135.22763075570273,34.655721004188145,1.425946654903539,2525
3,135.2182844,34.6659964,135.2242481916748,34.66128021229403,0.7566655869460954,2525
3,135.210735,34.6631078,135.2074757068308,34.66089266378141,0.38683209303888155,1076
5,135.2140986,34.6696569,135.21338394683917,34.67181301996502,0.24799436449005124,2017
2,135.2182844,34.6659964,135.21781354122663,34.66273174905258,0.3647247564256731,2525
3,135.2182844,34.6659964,135.22604716149795,34.673293801961904,1.0777548255647074,2525
5,135.2140986,34.6696569,135.21282809862308,34.67237828406096,0.32357400496920363,2017
5,135.2126072,34.66373,135.21756375952538,34.65897454214574,0.6962180489447123,781
3,135.2140986,34.6696569,135.21910596945102,34.67179095318587,0.5164003173412083,2017
1,135.2182844,34.6659964,135.2206103267309,34.66757856108515,0.27614223169405067,2525
2,135.2140986,34.6696569,135.22070251660165,34.678348400716196,1.1384091229942352,2017
5,135.2182844,34.6659964,135.21973459748926,34.6698350613877,0.4461020504117199,2525
5,135.2140986,34.6696569,135.21410782027203,34.66716768905886,0.2761407040846743,2017
4,135.2182844,34.6659964,135.2283523357431,34.6624351203937,1.0038326027781908,2525
2,135.210735,34.6631078,135.2091819766536,34.66212774306151,0.17912175763671292,1076
3,135.2182844,34.6659964,135.22081651615474,34.66193424214064,0.5068900721189591,2525
2,135.2182844,34.6659964,135.22155506528648,34.65531365565071,1.2224170120119724,2525
3,135.2182844,34.6659964,135.22709275562917,34.67411477959519,1.2094835260670969,2525
4,135.210735,34.6631078,135.21015039847882,34.65472522713307,0.9314579674062105,1076
3,135.2140986,34.6696569,135.21841830300616,34.67757955778929,0.9639473190727178,2017
4,135.2182844,34.6659964,135.22725302313708,34.660101218694344,1.0504708328466705,2525
2,135.2039939,34.6694625,135.20588957581668,34.66837816894948,0.2113234817182856,809
2,135.210735,34.6631078,135.21469556718432,34.65714259931894,0.7547891003888523,1076
3,135.2182844,34.6659964,135.22379307300912,34.65804834878872,1.016059322579043,2525
4,135.2039939,34.6694625,135.20599982678206,34.67368576802296,0.5032868411973672,809
1,135.2182844,34.6659964,135.2284937582239,34.67306735918181,1.2210184773683124,2525
4,135.2101714,34.6639883,135.2059259632777,34.66506331967176,0.40699735001244236,456
4,135.210735,34.6631078,135.2138039605185,34.65687271345743,0.7467034465241545,1076
1,135.2182844,34.6659964,135.22768033444095,34.662197378178114,0.9588156436356974,2525
5,135.2101714,34.6639883,135.20701856179244,34.66535788483636,0.32649183488574185,456
2,135.2182844,34.6659964,135.22691328897537,34.66784238056208,0.8169758635996541,2525
1,135.2182844,34.6659964,135.21732538702346,34.66624932555374,0.09227017742995666,2525
1,135.2182844,34.6659964,135.22201301563106,34.66634329489372,0.3439148954917956,2525
4,135.2182844,34.6659964,135.22542970486126,34.67125899769685,0.8773377197252655,2525
2,135.210735,34.6631078,135.21494378977937,34.654532022935086,1.0265989981249477,1076
4,135.2140986,34.6696569,135.2277982292039,34.67890439037544,1.6213597774414512,2017
5,135.2140986,34.6696569,135.21642391213626,34.668104657529966,0.2739966955836954,2017
1,135.2039939,34.6694625,135.20723353329132,34.674491921260724,0.6320223441567471,809
2,135.2182844,34.6659964,135.22412512838795,34.67055237075778,0.736223020482955,2525
4,135.2140986,34.6696569,135.2223647441561,34.67889525207738,1.2744607279315345,2017
3,135.2140986,34.6696569,135.21322667217677,34.675083855114806,0.6073175599293766,2017
1,135.2140986,34.6696569,135.21657766122593,34.67465032771225,0.5987296453267082,2017
3,135.2182844,34.6659964,135.22660883004252,34.66689489941526,0.7694758341171376,2525
1,135.210735,34.6631078,135.2130958958946,34.65692421145901,0.7192991604156119,1076
1,135.2182844,34.6659964,135.22284531947255,34.67203271173132,0.7894039600768944,2525
5,135.2140986,34.6696569,135.22025428657506,34.675286979004774,0.8416516946080901,2017
5,135.2182844,34.6659964,135.22636287065237,34.67514921265221,1.256651355349353,2525
1,135.210735,34.6631078,135.20719887577013,34.66136048243497,0.3776657869857006,1076
1,135.210735,34.6631078,135.20588547072416,34.654281797665135,1.075295944105412,1076
5,135.210735,34.6631078,135.21284389524047,34.65469404993906,0.9531823000550722,1076
5,135.210735,34.6631078,135.2084164626385,34.65702049115252,0.7079452597620128,1076
4,135.2140986,34.6696569,135.21399280974666,34.66809481975889,0.17355968420748596,2017
2,135.210735,34.6631078,135.21034234592847,34.66036608334959,0.3062727962945473,1076
1,135.2182844,34.6659964,135.22504770552223,34.67093442786871,0.8272518232654484,2525
4,135.2182844,34.6659964,135.22665769522447,34.6592469402924,1.0722357188118765,2525
3,135.2126072,34.66373,135.21338158681505,34.66566544857373,0.2261362022920806,781
3,135.2182844,34.6659964,135.2250757482415,34.66249136649711,0.7339506886933926,2525
1,135.2182844,34.6659964,135.2267186417481,34.66285639407648,0.8479295701742291,2525
1,135.2140986,34.6696569,135.2215467800915,34.67815915484408,1.1642945255117947,2017
3,135.2039939,34.6694625,135.20377554086124,34.669787101240736,0.04119732003277513,809
4,135.2182844,34.6659964,135.22645140923217,34.67002686293453,0.8719180577452724,2525
2,135.2140986,34.6696569,135.21981225045604,34.675738302713874,0.8540217167878862,2017
1,135.2140986,34.6696569,135.2131756917928,34.67535083609063,0.6372926904982312,2017
4,135.2140986,34.6696569,135.21141205026495,34.673126651637666,0.4569326231382888,2017
3,135.210735,34.6631078,135.20383225531344,34.655011668064475,1.0986426099430096,1076
1,135.2182844,34.6659964,135.22731836585425,34.66301209133866,0.89177508808803,2525
1,135.2182844,34.6659964,135.22496314204014,34.672297038912525,0.9291129746161149,2525
1,135.210735,34.6631078,135.21199634678968,34.65606584671944,0.78970444099899,1076
5,135.2126072,34.66373,135.21372876397524,34.664986918984276,0.17323540755371325,781
1,135.2182844,34.6659964,135.22457707605767,34.67436708946073,1.0931272398607452,2525
3,135.210735,34.6631078,135.20850880629894,34.65510747936327,0.9106683647989067,1076
1,135.2126072,34.66373,135.2142129574877,34.66596878138302,0.2886939244905642,781
5,135.210735,34.6631078,135.20346275960884,34.659490823189685,0.7780398582943681,1076
1,135.2101714,34.6639883,135.21088441215667,34.66443085570461,0.08174031116506734,456
1,135.2140986,34.6696569,135.21773419275618,34.673657454392384,0.5549640494267991,2017
3,135.2101714,34.6639883,135.2035561573502,34.66106700908542,0.6875301059341883,456
2,135.210735,34.6631078,135.20576987233062,34.661470066542236,0.4900353949293178,1076
3,135.2182844,34.6659964,135.22025529784727,34.65944564569673,0.7488223902706684,2525
5,135.210735,34.6631078,135.21157954513276,34.657692761631395,0.6056815200126323,1076
2,135.2140986,34.6696569,135.2135834864508,34.67305326918323,0.3797210746347724,2017
2,135.2140986,34.6696569,135.2208723072246,34.677674601603414,1.0846670108831915,2017
1,135.2140986,34.6696569,135.2151567228409,34.67016694807078,0.11227962324709244,2017
1,135.2101714,34.6639883,135.20540340694066,34.66480178448906,0.44625103497444785,456
4,135.2140986,34.6696569,135.22016664960458,34.67674429995814,0.9630449540982655,2017
5,135.2126072,34.66373,135.21277591901335,34.66225101826004,0.16479721343332218,781
4,135.2140986,34.6696569,135.2152493407125,34.678739539495545,1.0130836010022215,2017
3,135.2140986,34.6696569,135.22121286846738,34.67304833879073,0.752792378661185,2017
5,135.2039939,34.6694625,135.203688545363,34.665127169346434,0.48175138509836596,809
4,135.2182844,34.6659964,135.2221809070852,34.65834956433805,0.9204193785516707,2525
4,135.2140986,34.6696569,135.21661535315405,34.67100387195282,0.27483725203889375,2017
4,135.2182844,34.6659964,135.21823819327776,34.66299716716003,0.33274518430445704,2525
5,135.2126072,34.66373,135.2173218513871,34.65977925973366,0.615501052795196,781
1,135.2182844,34.6659964,135.22207665737903,34.658927846675816,0.8577371435332585,2525
1,135.210735,34.6631078,135.20763231781106,34.66014191749172,0.4348976911232797,1076
2,135.2126072,34.66373,135.21829979523102,34.65673416533349,0.9351891886800006,781
3,135.2182844,34.6659964,135.22839964828185,34.65574345633595,1.4674400329843604,2525
1,135.2126072,34.66373,135.21724219374443,34.65756713108443,0.804932140074808,781
5,135.2039939,34.6694625,135.2034767947977,34.670784320713686,0.15410453905233296,809
2,135.2182844,34.6659964,135.21983795958718,34.66262051684643,0.40066048793862136,2525
4,135.210735,34.6631078,135.20523314307738,34.65588497774563,0.9467634566348185,1076
5,135.2126072,34.66373,135.21436623453832,34.66394240168572,0.16294562921802302,781
3,135.2182844,34.6659964,135.22732061520705,34.67127955662424,1.0146076412619325,2525
2,135.2101714,34.6639883,135.2059297435271,34.66529698998146,0.41500794491100956,456
1,135.2182844,34.6659964,135.227690873522,34.66657166905466,0.8645300399954733,2525
2,135.210735,34.6631078,135.21106340757797,34.65978797692843,0.3695107627277577,1076
2,135.2140986,34.6696569,135.21645999564015,34.67599873033375,0.7360643132228825,2017
2,135.2140986,34.6696569,135.21992160172434,34.678921877752856,1.1580973113628816,2017
4,135.2101714,34.6639883,135.20473172049617,34.66167832182411,0.5606030771039572,456
3,135.2101714,34.6639883,135.2049832984742,34.66423660846268,0.47633662619021144,456
5,135.2182844,34.6659964,135.22800658264788,34.66691424513966,0.8969049268935654,2525
4,135.2126072,34.66373,135.2125689697676,34.665574112015506,0.2046055562827887,781
5,135.2140986,34.6696569,135.22191842445244,34.67315195094052,0.814853620311035,2017
5,135.2182844,34.6659964,135.22767469887572,34.67163842417818,1.0641828593402087,2525
1,135.210735,34.6631078,135.2116407625072,34.65474153693653,0.9318122362576888,1076
5,135.2182844,34.6659964,135.22280144852888,34.670512233553275,0.6498979459747105,2525
3,135.2101714,34.6639883,135.20912663185166,34.666808649504716,0.3272008425552775,456
2,135.2140986,34.6696569,135.214013980127,34.668261668920074,0.1549734921759019,2017
4,135.2140986,34.6696569,135.20967154225463,34.668341417528104,0.43120339458791224,2017
2,135.2140986,34.6696569,135.21526619110975,34.67802078302441,0.9339944136349769,2017
2,135.2126072,34.66373,135.21556028724618,34.660057360781394,0.48914585828952706,781
3,135.2182844,34.6659964,135.22271211443035,34.662260603882466,0.5800509916680816,2525
5,135.2039939,34.6694625,135.2047163436844,34.676826073406254,0.8195540872985734,809
1,135.2039939,34.6694625,135.20532184352606,34.67373745728239,0.4896089446408974,809
4,135.2101714,34.6639883,135.2045400702931,34.663382386009935,0.5205264323128298,456
1,135.2182844,34.6659964,135.22369735501485,34.654353270662824,1.3836466309450033,2525
2,135.2140986,34.6696569,135.2154283786528,34.67720208003125,0.8458476542423082,2017
2,135.2182844,34.6659964,135.22268862064158,34.665925934185886,0.4037559637239922,2525
1,135.2182844,34.6659964,135.2254866001792,34.66902824541185,0.7408683105653374,2525
2,135.2140986,34.6696569,135.2140018996038,34.67064024776387,0.10944668307237462,2017
3,135.2140986,34.6696569,135.2241792921953,34.677523119555424,1.2708506535142652,2017
3,135.2182844,34.6659964,135.2178225465835,34.66636716663829,0.05902341361862937,2525
4,135.2140986,34.6696569,135.21157052967763,34.671345873723375,0.2979810223530357,2017
4,135.2126072,34.66373,135.2147606425766,34.65813031572697,0.6518049260834196,781
4,135.2140986,34.6696569,135.21840675088026,34.67345058547081,0.5770793553550436,2017
